iter	RMSE
667	15.86886985
668	15.864475
669	15.85982448
670	15.855856
671	15.84266317
672	15.83452158
673	15.82958985
674	15.8254982
675	15.81538114
676	15.81113981
677	15.80380145
678	15.79691437
679	15.79314482
680	15.78897219
681	15.77853277
682	15.77397799
683	15.76921463
684	15.76461589
685	15.76034307
686	15.73698074
687	15.72318327
688	15.72028207
689	15.7131152
690	15.70391695
691	15.69658175
692	15.69032207
693	15.68228042
694	15.67249391
695	15.66499663
696	15.66093737
697	15.65631451
698	15.64879464
699	15.62594317
700	15.61721159
701	15.60793633
702	15.6017504
703	15.59703895
704	15.59164536
705	15.5838504
706	15.58013914
707	15.57520328
708	15.56693588
709	15.54348686
710	15.53705082
711	15.53264111
712	15.52545165
713	15.49985766
714	15.49692548
715	15.49393017
716	15.48978354
717	15.47976215
718	15.46416871
719	15.45342225
720	15.43452131
721	15.43183085
722	15.42745057
723	15.41523331
724	15.40737628
725	15.40242055
726	15.39765531
727	15.38923382
728	15.38226989
729	15.37457683
730	15.3673915
731	15.36179179
732	15.35575179
733	15.34792384
734	15.34237513
735	15.33015732
736	15.32693484
737	15.32377171
738	15.31913201
739	15.31443931
740	15.30928138
741	15.28943258
742	15.28655633
743	15.28175887
744	15.27496959
745	15.27134822
746	15.26583069
747	15.25939473
748	15.23898338
749	15.23541774
750	15.23038811
751	15.20827151
752	15.1917388
753	15.18790845
754	15.18136964
755	15.17568449
756	15.16776763
757	15.14869151
758	15.1371221
759	15.13372197
760	15.13047082
761	15.12781583
762	15.12431736
763	15.12125537
764	15.11482467
765	15.1106491
766	15.10744341
767	15.0895889
768	15.08667603
769	15.08348922
770	15.0805259
771	15.07455248
772	15.06883048
773	15.05799204
774	15.04623528
775	15.02587502
776	15.0049957
777	14.99157303
778	14.98557372
779	14.98193341
780	14.9708902
781	14.96008244
782	14.94023056
783	14.92416169
784	14.90809424
785	14.9039933
786	14.89067696
787	14.88480853
788	14.87936583
789	14.87681648
790	14.85957576
791	14.84745974
792	14.84306113
793	14.83909097
794	14.82522536
795	14.81915845
796	14.81366098
797	14.80888568
798	14.80370919
799	14.80201582
800	14.79860755
801	14.79264205
802	14.78722621
803	14.76394877
804	14.76182102
805	14.75728957
806	14.7504896
807	14.74815982
808	14.74371278
809	14.73906657
810	14.73626046
811	14.73290623
812	14.73031808
813	14.71399853
814	14.71042739
815	14.70602997
816	14.70438978
817	14.70013234
818	14.69728916
819	14.69518519
820	14.68498365
821	14.68116631
822	14.67703926
823	14.67412589
824	14.67165509
825	14.67035244
826	14.66599864
827	14.66063906
828	14.65515473
829	14.65194327
830	14.64832517
831	14.63838808
832	14.61995692
833	14.61357542
834	14.60454232
835	14.60084301
836	14.59705986
837	14.59266385
838	14.57330249
839	14.57182671
840	14.56681321
841	14.56260881
842	14.55948275
843	14.55646512
844	14.55245657
845	14.54926657
846	14.53085703
847	14.52684773
848	14.52456279
849	14.52096127
850	14.51780823
851	14.5168853
852	14.50947818
853	14.50641448
854	14.50242316
855	14.50031792
856	14.49579325
857	14.49235897
858	14.47875544
859	14.47629131
860	14.46936902
861	14.46587148
862	14.46335901
863	14.46041154
864	14.45637046
865	14.45041126
866	14.43319221
867	14.41943101
868	14.41554523
869	14.40819788
870	14.40324121
871	14.39881324
872	14.3977439
873	14.3954709
874	14.3883831
875	14.38623254
876	14.3828032
877	14.38176514
878	14.37920783
879	14.37829963
880	14.37403779
881	14.36702896
882	14.35291226
883	14.34660749
884	14.34081578
885	14.33701786
886	14.33190718
887	14.32599817
888	14.3229954
889	14.31903973
890	14.31619617
891	14.30977651
892	14.30493209
893	14.30361055
894	14.30085599
895	14.29646693
896	14.29563506
897	14.28612488
898	14.27997165
899	14.26715783
900	14.26514058
901	14.26015896
902	14.2575189
903	14.25388902
904	14.25160753
905	14.24875318
906	14.24665098
907	14.24438675
908	14.24238706
909	14.23974187
910	14.23565875
911	14.23466298
912	14.23059461
913	14.22780116
914	14.22048936
915	14.21748722
916	14.21560154
917	14.2136881
918	14.20140389
919	14.1985239
920	14.1896642
921	14.18879709
922	14.18725302
923	14.18592526
924	14.18509028
925	14.17474667
926	14.17298354
927	14.16632453
928	14.16097621
929	14.15698984
930	14.15136959
931	14.14861575
932	14.14654721
933	14.13506743
934	14.13313735
935	14.1320253
936	14.13036376
937	14.12683486
938	14.12407393
939	14.11853786
940	14.11437399
941	14.10951755
942	14.10271298
943	14.09419314
944	14.09334305
945	14.08701404
946	14.08251485
947	14.07325434
948	14.0704003
949	14.0665867
950	14.0648342
951	14.06160545
952	14.05836977
953	14.05698692
954	14.05543656
955	14.04378744
956	14.0421417
957	14.03853698
958	14.03721336
959	14.03475143
960	14.03055238
961	14.02520409
962	14.02256451
963	14.01853568
964	14.0081878
965	14.00534553
966	13.99988548
967	13.99600161
968	13.98568605
969	13.96819605
970	13.96306333
971	13.95902887
972	13.95775105
973	13.95451395
974	13.95011023
975	13.94712284
976	13.94303751
977	13.93344932
978	13.92656596
979	13.91499111
980	13.91173622
981	13.90923604
982	13.90753294
983	13.90249445
984	13.89927632
985	13.89661472
986	13.8935011
987	13.87681417
988	13.87421012
989	13.87187214
990	13.86921442
991	13.86016355
992	13.8573871
993	13.85372181
994	13.84972826
995	13.84788287
996	13.8453834
997	13.84237168
998	13.83890193
999	13.83448145
