ct_depth,ct_pressure,n2_rate,p_gauge
11683.80078,2756.817057,372.1288204,3531.3285
11683.80078,2754.862413,372.1288204,3523.3983
11683.80078,2752.90842,406.9547653,3514.3682
11683.80078,2748.022786,372.1288204,3504.3317
11683.80078,2749.977214,406.9547653,3500.0564
11683.80078,2744.114583,406.9547653,3498.3276
11683.7998,2744.114583,372.1288204,3496.8655
11683.7998,2739.228733,372.1288204,3495.7447
11683.7998,2734.343533,372.1288204,3494.8555
11683.7998,2735.32053,406.9547653,3494.0978
11683.7998,2735.32053,406.9547653,3493.4204
11683.7998,2739.228733,372.1288204,3492.6543
11683.7998,2737.27474,406.9547653,3490.9411
11683.7998,2737.27474,372.1288204,3488.2009
11683.7998,2737.27474,372.1288204,3484.6924
11683.7998,2734.343533,406.9547653,3479.8893
11683.7998,2732.388889,372.1288204,3473.8724
11683.7998,2729.457899,372.1288204,3466.2846
11683.7998,2728.480686,372.1288204,3457.6771
11683.7998,2725.549696,406.9547653,3448.3343
11683.7998,2719.686849,372.1288204,3438.5441
11683.7998,2719.686849,406.9547653,3428.3713
11683.7998,2709.915799,406.9547653,3417.516
11683.7998,2706.007161,372.1288204,3405.4362
11683.7998,2701.121745,406.9547653,3389.6496
11683.7998,2690.373264,372.1288204,3369.8776
11683.7998,2681.57921,372.1288204,3350.3065
11683.7998,2666.922526,372.1288204,3331.1592
11683.7998,2657.151693,372.1288204,3313.2445
11683.7998,2642.494792,372.1288204,3302.0019
11683.7998,2630.769748,372.1288204,3298.9874
11683.80015,2622.952908,372.1288204,3303.6632
11683.7998,2618.067057,372.1288204,3313.1662
11683.79883,2614.158854,372.1288204,3321.6154
11683.79883,2611.227865,372.1288204,3326.5608
11683.79883,2611.227865,372.1288204,3323.6435
11683.79883,2618.067057,406.9547653,3325.2674
11683.79883,2620.021701,372.1288204,3330.8413
11683.79883,2622.952908,372.1288204,3335.0245
11683.79883,2630.769748,406.9547653,3338.3573
11683.79883,2630.769748,372.1288204,3341.5165
11683.79883,2628.815755,372.1288204,3344.4135
11683.79883,2632.723958,372.1288204,3346.9041
11683.79883,2635.655599,406.9547653,3348.9781
11683.79883,2638.586806,372.1288204,3350.5993
11683.79883,2641.517795,406.9547653,3351.9803
11683.79883,2642.494792,372.1288204,3353.1791
11683.79883,2644.449436,372.1288204,3354.1326
11683.79883,2645.426432,372.1288204,3354.803
11683.79883,2649.334635,372.1288204,3355.3028
11683.79883,2652.266493,372.1288204,3355.6401
11683.79883,2650.311849,372.1288204,3355.7517
11683.79883,2649.334635,372.1288204,3355.6614
11683.79883,2650.311849,406.9547653,3355.4432
11683.79883,2646.403646,372.1288204,3355.0149
11683.79883,2649.334635,372.1288204,3354.4519
11683.79883,2647.380642,372.1288204,3353.7265
11683.79883,2644.449436,372.1288204,3352.9221
11683.79883,2648.357639,372.1288204,3352.0464
11683.79883,2644.449436,372.1288204,3351.1307
11683.79883,2646.403646,406.9547653,3350.1229
11683.79883,2642.494792,372.1288204,3348.9947
11683.79883,2640.540799,372.1288204,3347.7833
11683.79883,2643.472439,372.1288204,3346.3627
11683.79883,2638.586806,372.1288204,3344.7815
11683.79883,2640.540799,372.1288204,3343.01
11683.79883,2637.609592,372.1288204,3341.0693
11683.79883,2638.586806,372.1288204,3339.4883
11683.79883,2636.632595,372.1288204,3338.0204
11683.79883,2639.563802,372.1288204,3336.5228
11683.79883,2635.655599,372.1288204,3334.9789
11683.79883,2634.677951,372.1288204,3333.3395
11683.01367,2633.700955,372.1288204,3330.655
11674.30176,2639.563802,372.1288204,3325.7448
11665.35449,2638.586806,372.1288204,3320.4263
11656.06836,2634.677951,406.9547653,3315.8014
11653.99609,2636.632595,372.1288204,3315.4263
11654.16016,2635.655599,372.1288204,3314.566
11654.16113,2631.746745,372.1288204,3313.7551
11654.16113,2628.815755,372.1288204,3312.95
11654.16113,2626.861111,372.1288204,3312.1476
11654.16016,2622.952908,372.1288204,3311.3685
11654.16016,2624.906901,372.1288204,3310.5786
11654.16016,2624.906901,372.1288204,3309.8361
11654.16016,2620.021701,372.1288204,3307.3904
11654.16113,2620.998698,372.1288204,3310.5277
11654.16016,2620.998698,372.1288204,3310.0204
11654.16016,2619.044705,372.1288204,3309.3616
11654.16016,2620.021701,372.1288204,3308.6668
11654.16016,2620.998698,372.1288204,3308.2065
11654.16016,2618.067057,372.1288204,3308.036
11654.16016,2620.021701,372.1288204,3308.0436
11654.16016,2616.113064,372.1288204,3308.0861
11654.16016,2619.044705,372.1288204,3308.0773
11654.16016,2619.044705,406.9547653,3308.1319
11654.16016,2620.021701,372.1288204,3308.1407
11654.16016,2617.090061,406.9547653,3308.0348
11654.16016,2619.044705,372.1288204,3307.9799
11654.16016,2619.044705,372.1288204,3307.941
11654.16016,2620.021701,372.1288204,3307.8948
11654.16016,2618.067057,372.1288204,3307.6233
11654.16113,2621.975694,372.1288204,3307.363
11654.16113,2620.998698,372.1288204,3306.9812
11654.16113,2618.067057,372.1288204,3306.4629
11654.16016,2620.998698,372.1288204,3305.8969
11654.16113,2619.044705,406.9547653,3305.6962
11654.16113,2620.998698,406.9547653,3305.6201
11654.16113,2621.975694,372.1288204,3305.2943
11654.16113,2620.021701,406.9547653,3305.0033
11654.16113,2623.929905,406.9547653,3304.4593
11654.16113,2620.998698,372.1288204,3303.8646
11654.16113,2624.906901,372.1288204,3303.2681
11654.16113,2623.929905,372.1288204,3302.7163
11654.16113,2620.998698,406.9547653,3302.3501
11654.16113,2620.021701,372.1288204,3301.8034
11654.16113,2622.952908,372.1288204,3301.1655
11654.16113,2619.044705,372.1288204,3300.8993
11654.16113,2620.021701,372.1288204,3300.2559
11654.16113,2618.067057,372.1288204,3298.744
11654.16113,2619.044705,372.1288204,3297.5409
11654.16113,2618.067057,372.1288204,3296.4041
11654.16113,2616.113064,372.1288204,3295.3871
11654.16113,2616.113064,372.1288204,3294.5279
11654.16113,2616.113064,372.1288204,3293.7684
11654.16113,2616.113064,372.1288204,3293.0149
11654.16016,2613.181858,372.1288204,3292.3132
11654.16016,2613.181858,372.1288204,3291.5792
11654.16016,2609.27322,372.1288204,3290.7788
11654.16016,2609.27322,372.1288204,3289.9848
11654.16016,2609.27322,372.1288204,3289.2471
11654.16016,2609.27322,406.9547653,3288.5117
11654.16016,2608.296007,406.9547653,3287.8491
11654.16016,2607.31901,372.1288204,3287.2548
11654.16016,2610.250217,372.1288204,3286.6386
11654.16016,2610.250217,372.1288204,3286.1185
11654.16016,2610.250217,372.1288204,3285.6783
11654.16016,2608.296007,372.1288204,3285.2217
11654.16016,2607.31901,372.1288204,3284.7363
11654.16016,2606.342014,372.1288204,3284.2756
11654.16016,2607.31901,406.9547653,3283.7611
11654.16016,2609.27322,372.1288204,3283.2805
11654.16016,2609.27322,372.1288204,3282.9417
11654.16016,2613.181858,406.9547653,3282.672
11654.16016,2610.250217,372.1288204,3282.3615
11654.16016,2610.250217,372.1288204,3282.1065
11654.16016,2614.158854,406.9547653,3281.8861
11654.16016,2613.181858,406.9547653,3281.6155
11654.16016,2612.204861,372.1288204,3281.3873
11654.16016,2613.181858,406.9547653,3281.0271
11654.16016,2612.204861,372.1288204,3280.7221
11654.16016,2611.227865,406.9547653,3280.3518
11654.16016,2612.204861,372.1288204,3280.0769
11654.16016,2609.27322,406.9547653,3279.7701
11654.16016,2612.204861,406.9547653,3279.4836
11654.16016,2610.250217,406.9547653,3279.1628
11654.16016,2612.204861,406.9547653,3278.8469
11654.16016,2614.158854,406.9547653,3278.537
11654.16016,2610.250217,406.9547653,3278.2444
11654.16016,2615.136068,372.1288204,3277.9205
11654.16016,2611.227865,406.9547653,3277.6227
11654.16016,2611.227865,372.1288204,3277.3101
11654.16016,2608.296007,372.1288204,3276.9818
11654.16016,2612.204861,372.1288204,3276.6154
11654.16016,2610.250217,406.9547653,3276.278
11654.16016,2610.250217,406.9547653,3275.9503
11654.16016,2611.227865,372.1288204,3275.5729
11654.16016,2611.227865,406.9547653,3275.2384
11654.16016,2615.136068,372.1288204,3274.9296
11654.16016,2612.204861,372.1288204,3274.5409
11654.16016,2611.227865,372.1288204,3274.1
11654.16016,2610.250217,372.1288204,3273.6864
11654.16016,2611.227865,406.9547653,3273.256
11654.16016,2607.31901,372.1288204,3272.8012
11654.16016,2613.181858,372.1288204,3272.312
11654.16016,2611.227865,372.1288204,3271.7554
11654.16016,2608.296007,406.9547653,3271.2605
11654.16016,2607.31901,406.9547653,3270.7984
11654.16016,2605.365017,372.1288204,3270.4306
11654.16016,2607.31901,372.1288204,3269.9901
11654.16016,2609.27322,372.1288204,3269.5691
11654.16016,2607.31901,406.9547653,3269.1695
11654.16016,2606.342014,372.1288204,3268.7657
11654.16016,2610.250217,372.1288204,3268.3887
11654.16016,2607.31901,372.1288204,3267.9674
11654.16016,2610.250217,372.1288204,3267.6108
11654.16016,2606.342014,372.1288204,3267.2279
11654.16016,2606.342014,406.9547653,3266.8452
11654.16016,2605.365017,406.9547653,3266.4216
11654.16016,2608.296007,372.1288204,3266.1059
11654.16016,2606.342014,372.1288204,3265.7452
11654.16016,2607.31901,372.1288204,3265.4116
11654.16016,2605.365017,372.1288204,3265.1168
11654.16016,2606.342014,372.1288204,3264.7993
11654.16016,2607.31901,406.9547653,3264.4369
11654.16016,2602.433377,372.1288204,3264.0972
11654.16016,2602.433377,372.1288204,3263.8012
11654.16016,2603.410807,406.9547653,3263.5119
11654.16016,2601.45638,372.1288204,3263.2047
11654.16016,2604.387804,372.1288204,3262.8597
11654.16016,2603.410807,372.1288204,3262.5555
11654.16016,2602.433377,406.9547653,3262.299
11654.16016,2602.433377,406.9547653,3262.0525
11654.16016,2603.410807,372.1288204,3261.8499
11654.16016,2600.479167,372.1288204,3261.6236
11654.16016,2598.525174,372.1288204,3261.3849
11654.16016,2597.548177,372.1288204,3261.1481
11654.16016,2596.570964,372.1288204,3260.936
11654.16016,2596.570964,372.1288204,3260.7792
11654.16016,2592.662326,372.1288204,3260.5998
11654.16016,2590.708333,372.1288204,3260.4723
11654.16016,2589.73112,372.1288204,3260.4148
11654.16016,2590.708333,372.1288204,3260.3761
11654.16016,2591.68533,372.1288204,3260.3881
11654.16016,2594.61697,406.9547653,3260.374
11654.16016,2592.662326,372.1288204,3260.3987
11654.16016,2594.61697,372.1288204,3260.4023
11654.16016,2593.639323,372.1288204,3260.352
11654.16016,2593.639323,372.1288204,3260.3721
11654.16016,2593.639323,372.1288204,3260.2816
11654.16016,2592.662326,406.9547653,3260.2841
11654.16016,2592.662326,372.1288204,3260.2151
11654.16016,2592.662326,372.1288204,3260.1318
11654.16016,2593.639323,372.1288204,3260.062
11654.16016,2593.639323,372.1288204,3259.9751
11654.16016,2595.593967,406.9547653,3259.8941
11654.16016,2590.708333,372.1288204,3259.8518
11654.16016,2588.754123,372.1288204,3259.8026
11654.16016,2589.73112,406.9547653,3259.7564
11654.16016,2594.61697,372.1288204,3259.7401
11654.16016,2592.662326,372.1288204,3259.7264
11654.16016,2591.68533,372.1288204,3259.7325
11654.16016,2591.68533,372.1288204,3259.6872
11654.16016,2593.639323,372.1288204,3259.6503
11654.16016,2592.662326,372.1288204,3259.5621
11654.16016,2591.68533,372.1288204,3259.4928
11654.16016,2590.708333,406.9547653,3259.4593
11654.16016,2593.639323,372.1288204,3259.4843
11654.16016,2590.708333,406.9547653,3259.5196
11654.16016,2590.708333,372.1288204,3259.5325
11654.16016,2589.73112,406.9547653,3259.5944
11654.16016,2591.68533,406.9547653,3259.6268
11654.16016,2590.708333,406.9547653,3259.6209
11654.16016,2591.68533,372.1288204,3259.5675
11654.16016,2590.708333,372.1288204,3259.6803
11654.16016,2586.799913,372.1288204,3259.909
11654.16016,2589.73112,372.1288204,3260.599
11654.16016,2593.639323,372.1288204,3261.5125
11654.16016,2592.662326,372.1288204,3263.9271
11654.16016,2592.662326,406.9547653,3269.8307
11654.16016,2593.639323,372.1288204,3281.8893
11654.16016,2598.525174,406.9547653,3293.3773
11654.16016,2600.479167,372.1288204,3302.4393
11654.16016,2602.433377,372.1288204,3313.0712
11654.16016,2610.250217,372.1288204,3322.9211
11654.16016,2614.158854,372.1288204,3330.9451
11654.16016,2621.975694,406.9547653,3337.4961
11654.16016,2627.838542,372.1288204,3342.9736
11654.16016,2631.746745,372.1288204,3347.6606
11654.16016,2638.586806,372.1288204,3351.7732
11654.16016,2640.540799,372.1288204,3355.4207
11654.16016,2646.403646,372.1288204,3358.6706
11654.16016,2649.334635,372.1288204,3361.6379
11654.16016,2649.334635,372.1288204,3364.2651
11654.16016,2654.220486,372.1288204,3366.6053
11654.16016,2654.220486,372.1288204,3370.0768
11654.16016,2658.128689,372.1288204,3373.9252
11654.16016,2659.105686,372.1288204,3379.0207
11654.16016,2661.06033,372.1288204,3383.3984
11654.16016,2663.991536,372.1288204,3386.4188
11654.16016,2663.991536,372.1288204,3388.7196
11654.16016,2668.87717,372.1288204,3391.4373
11654.16016,2672.785373,372.1288204,3394.2747
11654.16016,2672.785373,406.9547653,3397.2892
11654.16016,2677.671007,372.1288204,3400.2515
11654.16016,2676.69401,372.1288204,3403.0297
11654.16016,2679.625217,372.1288204,3406.0523
11654.16016,2682.556424,372.1288204,3409.1342
11654.16016,2683.53342,372.1288204,3412.3734
11654.16016,2687.442057,372.1288204,3415.5213
11654.16016,2689.396267,372.1288204,3418.6203
11654.16016,2689.396267,372.1288204,3421.7966
11654.16016,2693.304905,372.1288204,3424.7523
11654.16016,2695.258898,372.1288204,3427.6325
11654.16016,2697.213108,372.1288204,3430.5445
11654.16016,2699.167101,406.9547653,3433.4958
11654.16016,2702.098958,372.1288204,3436.429
11654.16016,2704.052951,372.1288204,3437.5903
11654.16016,2705.029948,406.9547653,3437.4612
11654.16016,2708.938802,406.9547653,3437.6434
11654.16016,2706.007161,372.1288204,3438.1163
11654.16016,2707.961155,406.9547653,3438.8132
11654.16016,2706.007161,406.9547653,3439.5026
11654.16016,2710.892795,372.1288204,3440.3316
11654.16016,2708.938802,372.1288204,3441.3977
11654.16016,2709.915799,372.1288204,3442.483
11654.16016,2709.915799,372.1288204,3443.6328
11654.16016,2710.892795,372.1288204,3444.7879
11654.16016,2711.869792,372.1288204,3445.8559
11654.16016,2713.824002,372.1288204,3446.9632
11654.16016,2715.777995,372.1288204,3448.157
11654.16016,2718.709635,372.1288204,3449.2132
11654.16016,2717.732639,372.1288204,3450.349
11654.16016,2713.824002,372.1288204,3451.4293
11654.16016,2716.755642,372.1288204,3452.5059
11654.16016,2720.663845,372.1288204,3453.3968
11654.16016,2719.686849,372.1288204,3454.4866
11654.16016,2718.709635,372.1288204,3455.5896
11654.16016,2719.686849,372.1288204,3456.9111
11654.16016,2724.572483,372.1288204,3458.2535
11654.16016,2724.572483,372.1288204,3459.5174
11654.16016,2723.595052,372.1288204,3460.7305
11654.16016,2723.595052,372.1288204,3461.9287
11654.16016,2725.549696,406.9547653,3463.0284
11654.16016,2728.480686,372.1288204,3464.0791
11654.16016,2726.526693,406.9547653,3465.0592
11654.16016,2728.480686,372.1288204,3466.0434
11654.16016,2730.434896,372.1288204,3466.9554
11654.16016,2729.457899,372.1288204,3467.9113
11654.16016,2730.434896,406.9547653,3468.8542
11654.16016,2732.388889,372.1288204,3469.7127
11654.16016,2727.503689,372.1288204,3470.6474
11654.16016,2731.411892,372.1288204,3471.518
11654.15918,2733.366536,406.9547653,3472.3431
11654.15918,2734.343533,372.1288204,3473.3357
11654.15918,2735.32053,372.1288204,3474.2266
11654.15918,2738.251736,372.1288204,3474.9913
11654.15918,2737.27474,372.1288204,3475.8454
11654.15918,2738.251736,406.9547653,3476.7298
11654.15918,2741.183377,406.9547653,3477.6816
11654.15918,2741.183377,372.1288204,3478.6543
11654.15918,2743.137587,372.1288204,3479.6213
11654.15918,2743.137587,372.1288204,3480.5154
11654.15918,2747.04579,372.1288204,3481.5529
11654.15952,2748.022786,406.9547653,3482.5296
11654.15918,2750.95421,372.1288204,3483.5564
11654.15918,2749.000217,406.9547653,3484.5888
11654.15918,2749.977214,406.9547653,3485.5323
11654.15918,2748.022786,372.1288204,3486.4753
11654.15918,2754.862413,406.9547653,3487.4663
11654.15918,2753.885417,372.1288204,3488.4136
11654.15918,2753.885417,372.1288204,3489.3549
11654.15918,2753.885417,406.9547653,3490.273
11654.15918,2755.839627,406.9547653,3491.1543
11654.15918,2754.862413,372.1288204,3492.0857
11654.15918,2755.839627,406.9547653,3493.0093
11654.15918,2754.862413,372.1288204,3493.8552
11654.15918,2753.885417,372.1288204,3494.736
11654.15918,2754.862413,372.1288204,3495.6658
11654.15918,2753.885417,406.9547653,3496.4588
11654.15918,2751.931424,372.1288204,3497.2413
11654.15918,2749.000217,372.1288204,3497.9208
11654.15918,2749.000217,372.1288204,3498.7051
11654.15918,2751.931424,372.1288204,3499.3578
11654.15625,2751.931424,372.1288204,3499.9538
11654.15625,2753.885417,372.1288204,3500.5382
11654.15527,2752.90842,372.1288204,3501.1698
11654.15527,2752.90842,372.1288204,3501.8462
11654.15527,2754.862413,372.1288204,3502.4985
11654.15527,2752.90842,372.1288204,3503.1844
11654.15527,2753.885417,372.1288204,3503.791
11654.15527,2750.95421,372.1288204,3504.4713
11654.15527,2753.885417,372.1288204,3504.9938
11654.15527,2752.90842,372.1288204,3505.601
11654.15527,2749.977214,372.1288204,3506.1447
11654.15527,2755.839627,372.1288204,3506.7399
11654.15527,2753.885417,372.1288204,3507.3373
11654.15527,2753.885417,372.1288204,3508.0478
11654.15527,2752.90842,372.1288204,3508.702
11654.15527,2756.817057,372.1288204,3509.3085
11654.15527,2754.862413,372.1288204,3509.7882
11654.15527,2755.839627,372.1288204,3510.4319
11654.15527,2756.817057,372.1288204,3510.9463
