ct_depth,ct_pressure,n2_rate,p_gauge
12684.18164,2003.620443,613.1712914,2512.0683
12696.75,1964.688802,417.1286488,2519.6403
11395.11426,2463.292969,432.7807331,3193.938
5613.812012,1424.625543,408.9112759,1622.739
11540.00195,2610.250217,372.1288204,3338.3619
11621.5498,2651.288845,372.1288204,3371.3097
11654.68066,2694.281901,372.1288204,3430.0049
11540.08984,2617.090061,406.9547653,3335.9949
11395.11523,2472.087457,408.9112759,3200.3
11655.12793,2703.075955,372.1288204,3433.9633
12783.43262,2100.950087,417.1286488,2652.9842
11521.51367,2841.825304,372.1288204,3330.955
11654.1543,2780.267361,372.1288204,3537.4071
11654.56738,2680.602214,406.9547653,3418.9643
11654.16016,2705.029948,406.9547653,3437.4612
11602.26074,2631.746745,372.1288204,3362.8702
11654.16016,2598.525174,372.1288204,3261.3849
11395.13184,2498.469184,432.7807331,3236.109
11380.78223,2420.300347,408.9112759,3141.676
12696.75,1996.807292,417.1286488,2562.9553
12696.75,1983.181424,441.3894081,2542.8768
11655.13086,2693.304905,406.9547653,3421.2163
11540.05503,2619.044705,406.9547653,3332.0726
11654.68066,2697.213108,406.9547653,3431.1746
11402.66602,2513.126085,432.7807331,3252.712
11540.02344,2616.113064,372.1288204,3332.6445
11779.62988,1213.96072,442.1720123,1448.856
11779.60059,1259.884983,442.1720123,1454.28
11654.15527,2769.519314,372.1288204,3518.2412
11779.58789,1279.426975,442.1720123,1596.604
11654.6709,2696.236111,406.9547653,3419.7114
11402.64551,2507.263238,408.9112759,3247.102
11521.54102,2596.570964,406.9547653,3320.467
11654.1543,2782.222005,372.1288204,3536.8071
11395.13184,2496.515191,432.7807331,3230.933
11600.9707,2639.563802,372.1288204,3363.2039
11636.38379,2651.288845,406.9547653,3377.4897
11750.35645,1138.723416,442.1720123,1363.905
11621.54688,2647.380642,406.9547653,3375.072
889.5452271,1731.828885,773.6053848,382.399
11380.83301,2425.185981,408.9112759,3151.561
6630.664551,1594.056424,372.1288204,1693.393
5223.564941,881.7433811,442.1720123,848.794
3067.262939,857.315701,442.1720123,484.14
2470.793457,913.5972222,432.7807331,779.418
11811.7002,1199.304362,478.9544678,1444.363
12696.75,1995.834201,417.1286488,2563.7977
11636.38477,2657.151693,372.1288204,3383.8214
12696.75,2006.540365,392.4765587,2593.1516
11380.83301,2425.185981,408.9112759,3151.355
11750.30957,1156.311306,405.3895569,1402.815
11654.68198,2683.53342,372.1288204,3424.4452
11654.68066,2689.396267,372.1288204,3427.7413
11540.00391,2600.479167,372.1288204,3336.2288
11655.12988,2699.167101,372.1288204,3447.3211
11750.30957,1133.837565,442.1720123,1355.672
11371.00879,2274.710937,432.7807331,3391.189
7528.625,1807.066189,406.9547653,2029.8085
11521.49316,2631.746745,372.1288204,3331.4802
11395.13184,2499.446398,408.9112759,3237.078
11395.07422,2461.338976,408.9112759,3187.908
11654.61977,2685.488064,372.1288204,3419.0685
11654.1543,2775.382161,372.1288204,3532.1045
11654.15527,2752.90842,372.1288204,3501.1698
11654.15918,2747.04579,372.1288204,3481.5529
11750.37109,1044.920681,442.1720123,1227.558
5314.320313,1353.687717,372.1288204,1234.6357
11654.54688,2649.334635,406.9547653,3372.975
11621.54785,2648.357639,372.1288204,3384.2536
11655.12988,2698.190104,372.1288204,3434.8802
7571.135676,1971.807075,408.9112759,2415.173
11636.38379,2648.357639,372.1288204,3379.0468
11540.07031,2622.952908,372.1288204,3331.8577
11683.80078,2733.366536,372.1288204,3547.6858
12783.43262,2832.866102,417.1286488,3526.211
12696.75,2018.220052,417.1286488,2604.7367
11750.35547,1135.792209,405.3895569,1355.836
11655.12988,2697.213108,406.9547653,3425.7761
11750.35449,1133.837565,405.3895569,1358.188
11654.1543,2773.427951,372.1288204,3531.5344
11380.72363,2414.4375,408.9112759,3136.918
11750.3291,1098.661892,442.1720123,1275.462
3580.092773,811.3918186,442.1720123,624.759
11750.30957,1150.448459,442.1720123,1385.635
11521.49316,2618.067057,372.1288204,3336.4773
11636.38379,2654.220486,372.1288204,3380.9569
11654.1543,2776.359158,372.1288204,3540.1076
11636.38379,2638.586806,372.1288204,3380.0211
11402.88086,2535.599175,408.9112759,3281.957
12696.75,1962.742405,417.1286488,2520.8891
8788.800781,2082.611111,372.1288204,2527.5399
11750.30762,1090.845052,442.1720123,1258.14
11521.49512,2603.410807,406.9547653,3338.6831
11750.31152,1176.830838,405.3895569,1393.182
11395.0498,2455.476562,408.9112759,3181.758
11540.00195,2620.998698,372.1288204,3339.0616
6955.310547,1771.499457,432.7807331,2162.957
11779.58496,1245.228299,442.1720123,1534.392
12783.43262,3373.04362,392.4765587,4393.8745
11395.13965,2503.354601,408.9112759,3239.123
11521.53809,2604.387804,372.1288204,3321.8826
9518.554688,2270.21658,406.9547653,2811.4855
3035.316895,980.0410156,408.9112759,922.598
10017.89063,2336.659939,478.9544678,2972.375
11750.3457,1088.890951,442.1720123,1283.44
11779.62598,1221.777561,442.1720123,1471.776
11621.5498,2654.220486,372.1288204,3371.1553
11540.00684,2613.181858,372.1288204,3332.8671
11654.16016,2718.709635,372.1288204,3449.2132
5917.162109,1465.077908,406.9547653,1425.324
11395.1377,2499.446398,432.7807331,3237.785
11371.03969,2297.184679,432.7807331,3074.897
11380.70117,2402.712457,432.7807331,3130.501
11621.5498,2652.266493,372.1288204,3374.7128
11621.54883,2644.449436,372.1288204,3375.4146
6295.222656,1125.043728,442.1720123,1221.047
11654.61621,2686.465061,406.9547653,3419.0738
8892.612305,2105.084635,372.1288204,2569.6911
11540.08984,2615.136068,406.9547653,3336.4656
11750.30664,1123.089627,442.1720123,1274.292
11521.49219,2670.83138,372.1288204,3315.7448
10707.05664,2603.997179,625.3016281,3286.343
11654.61621,2685.488064,372.1288204,3419.0293
11654.15527,2752.90842,372.1288204,3501.8462
11371.04102,2391.96441,432.7807331,3092.834
7684.83601,1995.257812,408.9112759,2451.612
11655.12988,2709.915799,372.1288204,3457.6946
11402.70605,2516.057075,408.9112759,3262.957
5093.389422,1350.365234,408.9112759,1473.656
11521.49414,2587.777127,372.1288204,3334.1903
11636.38379,2656.174696,372.1288204,3380.5318
12696.75,2084.40408,417.1286488,2677.9962
11655.13086,2762.67947,406.9547653,3501.3962
11811.69434,1996.625651,442.1720123,2496.988
11395.13184,2488.698134,408.9112759,3224.345
11654.1543,2764.633464,372.1288204,3510.0464
11654.15527,2777.336155,406.9547653,3522.05
11402.72656,2524.851128,432.7807331,3270.208
6072.541504,1092.799154,405.3895569,1122.578
11521.56543,2593.639323,372.1288204,3316.7719
2267.540527,1207.120768,442.1720123,396.57
9523.402344,2250.283203,408.9112759,2876.09
11395.13184,2488.698134,408.9112759,3222.525
11654.16113,2621.975694,372.1288204,3305.2943
11636.38574,2650.311849,372.1288204,3385.3073
11683.79883,2643.472439,372.1288204,3346.3627
11371.06152,2402.712457,408.9112759,3127.498
11654.56641,2664.968533,372.1288204,3387.109
11602.25781,2647.380642,372.1288204,3378.9781
12684.18164,1955.929036,441.3894081,2507.071
4085.295898,1148.103516,432.7807331,1213.472
11540.0768,2606.342014,406.9547653,3321.6927
10853.86719,2528.759766,432.7807331,3334.772
11402.72461,2518.988281,408.9112759,3267.098
11353.3584,2274.710937,505.1717377,3448.213
11395.12012,2474.04145,408.9112759,3205.317
12684.18164,1950.089627,417.1286488,2505.5378
11654.16016,2620.021701,372.1288204,3307.3904
11750.31348,1152.403103,405.3895569,1353.601
11621.54688,2638.586806,372.1288204,3367.3301
11654.16016,2619.044705,372.1288204,3309.3616
6245.361328,1525.658854,372.1288204,1547.977
11402.88965,2632.332899,408.9112759,3431.567
11655.13086,2708.938802,372.1288204,3434.9734
11395.02148,2450.590712,432.7807331,3180.227
11621.54785,2657.151693,372.1288204,3378.0262
11501.12012,2706.984158,406.9547653,3355.5714
10129.85254,2412.874349,372.1288204,3015.1238
11655.13086,2692.327908,372.1288204,3421.3274
11521.58594,2611.227865,372.1288204,3330.1176
12668.00977,1961.76888,613.1712914,2336.5066
11621.5498,2647.380642,372.1288204,3375.6093
11573.23438,2616.113064,406.9547653,3340.0491
11750.34961,1119.181424,442.1720123,1338.848
11654.16016,2611.227865,372.1288204,3275.5729
12783.43262,2092.190104,417.1286488,2711.6425
11655.12988,2714.800998,372.1288204,3467.7986
11636.38379,2659.105686,406.9547653,3381.9434
11371.06152,2403.689453,432.7807331,3126.842
9993.880859,2330.797092,442.1720123,2981.851
11654.16016,2615.136068,372.1288204,3274.9296
11621.54688,2639.563802,372.1288204,3368.9534
11654.57715,2669.854167,372.1288204,3418.2277
11636.38379,2653.24349,372.1288204,3378.0298
11654.54297,2661.06033,372.1288204,3386.977
11380.84668,2428.117187,432.7807331,3153.956
11750.35645,1130.906467,405.3895569,1341.126
11521.53809,2603.410807,406.9547653,3321.2611
11401.99574,2505.309028,408.9112759,3243.705
841.2089233,1735.737522,773.6053848,360.976
11655.12988,2704.052951,372.1288204,3466.1638
11573.23438,2617.090061,372.1288204,3337.8256
11654.62402,2683.53342,406.9547653,3418.9407
11355.06738,2622.952908,372.1288204,3427.9664
11636.38379,2652.266493,372.1288204,3380.6911
11655.12793,2707.961155,336.911602,3454.7085
11779.41941,3013.796658,405.3895569,4025.192
4985.443359,1324.374349,372.1288204,1161.8158
11654.58789,2699.167101,406.9547653,3419.5131
11654.66602,2686.465061,406.9547653,3418.1299
11750.30664,1091.822049,442.1720123,1262.315
11521.49512,2499.83724,372.1288204,3334.3159
11621.54688,2647.380642,372.1288204,3373.0753
12668.00977,1963.715495,613.1712914,2349.717
11540.08496,2620.998698,372.1288204,3337.1491
11654.68066,2689.396267,406.9547653,3428.3213
11621.54785,2658.128689,372.1288204,3385.5311
2312.963379,889.1693793,408.9112759,708.212
11501.15039,2680.602214,372.1288204,3332.0808
11683.01367,2633.700955,372.1288204,3330.655
11395.02148,2452.544922,408.9112759,3180.003
11573.2373,2632.723958,372.1288204,3356.6983
11395.11426,2470.132812,432.7807331,3195.777
11371.04533,2395.872613,432.7807331,3115.899
11602.25781,2644.449436,372.1288204,3376.3521
11540.08008,2619.044705,406.9547653,3332.4554
12668.00977,1958.848958,637.8233528,2339.264
11636.38379,2657.151693,372.1288204,3381.6532
11521.65527,2604.387804,372.1288204,3333.7675
11521.63086,2602.433377,406.9547653,3332.5976
12783.43262,3413.921658,392.4765587,4457.4354
12684.18164,1966.635417,613.1712914,2352.8336
11750.30762,1116.249783,442.1720123,1268.568
11380.8584,2428.117187,408.9112759,3155.751
12668.00977,1957.875651,613.1712914,2334.0552
8554.092773,2125.213325,432.7807331,2638.814
11602.25879,2637.609592,406.9547653,3366.7306
11371.07227,2401.73546,408.9112759,3125.797
12783.43262,2248.890408,417.1286488,2785.3567
11683.79883,2642.494792,372.1288204,3353.1791
11654.16016,2710.892795,372.1288204,3444.7879
11521.50684,2605.365017,372.1288204,3325.0218
7687.364258,1838.333767,372.1288204,2090.7462
11540.02637,2614.158854,372.1288204,3332.5149
11655.12988,2698.190104,372.1288204,3434.9526
661.4575806,842.2686089,408.9112759,433.198
11540.07813,2614.158854,372.1288204,3332.2341
11779.60059,1302.877713,405.3895569,1544.954
11779.61621,1158.265408,405.3895569,1384.909
11636.38379,2652.266493,372.1288204,3380.5548
11521.65527,2606.342014,406.9547653,3333.4427
11654.6377,2686.465061,406.9547653,3418.7707
10528.87012,2451.567925,408.9112759,3227.736
11380.82227,2428.117187,408.9112759,3150.274
11380.86523,2432.025825,408.9112759,3159.585
11635.39844,2662.037326,406.9547653,3383.4749
11654.16016,2612.204861,406.9547653,3278.8469
11540.03613,2611.227865,372.1288204,3331.4808
11750.30664,1090.845052,405.3895569,1273.243
11395.13184,2490.652344,432.7807331,3224.92
2778.853027,935.484592,405.3895569,420.798
11654.74609,2693.304905,372.1288204,3430.646
11621.54688,2641.517795,372.1288204,3374.5385
3560.351563,1572.56033,372.1288204,950.11
11683.7998,2728.480686,372.1288204,3457.6771
11654.1543,2774.404948,372.1288204,3522.8134
11683.7998,2739.228733,372.1288204,3495.7447
11380.78613,2418.346137,408.9112759,3143.744
11395.12793,2481.858507,432.7807331,3213.171
11621.54688,2656.174696,406.9547653,3379.189
11573.23633,2634.677951,372.1288204,3361.8369
11402.88965,2637.21875,408.9112759,3418.52
11654.15527,2760.72526,372.1288204,3512.3254
11779.58594,1254.022244,442.1720123,1552.891
11394.99512,2449.613715,408.9112759,3174.221
11521.5918,2613.181858,372.1288204,3334.7489
11655.12988,2666.922526,372.1288204,3372.9859
11602.26074,2632.723958,372.1288204,3363.3759
11654.68066,2686.465061,406.9547653,3425.0209
11573.23633,2636.632595,372.1288204,3361.5838
11521.57129,2590.708333,372.1288204,3313.7341
11636.38379,2658.128689,372.1288204,3381.08
11395.12012,2475.99566,432.7807331,3205.947
11621.54688,2651.288845,406.9547653,3375.5204
11521.53516,2605.365017,406.9547653,3322.0172
11636.38379,2653.24349,372.1288204,3377.6518
11395.13184,2485.766493,408.9112759,3222.192
11540.05469,2621.975694,372.1288204,3332.2612
11654.16016,2718.709635,372.1288204,3455.5896
11621.54688,2635.655599,372.1288204,3367.7399
12696.75,2011.406901,417.1286488,2597.8128
11402.73242,2525.828125,408.9112759,3271.623
11683.7998,2744.114583,372.1288204,3496.8655
11540.08594,2622.952908,406.9547653,3337.1298
12783.43262,2044.498698,417.1286488,2639.1514
11602.26074,2633.700955,406.9547653,3363.5231
11573.23242,2620.021701,372.1288204,3335.7398
12696.75,1996.807292,417.1286488,2568.3327
11540.00586,2616.113064,406.9547653,3336.2651
11654.68066,2695.258898,372.1288204,3421.7978
11621.54785,2657.151693,406.9547653,3385.7541
11655.13086,2692.327908,406.9547653,3420.3378
12696.75,2000.700304,417.1286488,2568.6886
11750.30762,1094.753689,405.3895569,1258.047
11654.5459,2659.105686,372.1288204,3380.6524
11602.25879,2636.632595,372.1288204,3365.5861
11683.80078,2748.022786,372.1288204,3504.3317
11540.03711,2607.31901,406.9547653,3330.542
11540.07813,2616.113064,372.1288204,3331.206
12783.43262,2076.617405,417.1286488,2691.3301
11380.80273,2419.323134,432.7807331,3144.372
11521.50195,2602.433377,372.1288204,3324.9756
12696.75,2006.540365,392.4765587,2593.2495
11521.49316,2627.838542,372.1288204,3303.4674
11683.80078,2735.32053,372.1288204,3548.4553
1128.897827,1710.332248,773.6053848,488.404
11573.23633,2637.609592,372.1288204,3359.8947
11636.38379,2645.426432,372.1288204,3376.7097
11750.31445,1139.700412,442.1720123,1330.942
11395.125,2477.949653,408.9112759,3209.952
11654.67969,2695.258898,406.9547653,3421.4745
11779.62109,1195.395833,405.3895569,1440.117
11655.12891,2704.052951,372.1288204,3457.1881
11380.85938,2428.117187,408.9112759,3156.462
11750.34863,1105.501736,442.1720123,1313.883
11501.12012,2699.167101,372.1288204,3353.8219
11654.15527,2754.862413,372.1288204,3502.4985
11750.35547,1139.700412,442.1720123,1360.54
11380.86523,2437.888238,432.7807331,3161.022
12684.18164,1967.608507,613.1712914,2355.3123
11750.30762,1102.570638,442.1720123,1310.218
9779.550781,2325.911458,406.9547653,2901.1484
11621.54688,2643.472439,372.1288204,3372.9751
11621.54785,2649.334635,372.1288204,3382.2692
11654.6377,2692.327908,372.1288204,3418.8272
11501.13281,2690.373264,372.1288204,3343.2675
11394.99316,2445.705078,432.7807331,3172.545
12668.00977,1960.79579,613.1712914,2346.2565
11654.16016,2602.433377,372.1288204,3313.0712
3580.092773,796.7350803,405.3895569,537.271
11371.06934,2402.712457,432.7807331,3126.681
11380.80371,2421.277344,408.9112759,3147.367
11654.15527,2766.588108,372.1288204,3517.0861
11539.99805,2604.387804,372.1288204,3338.017
11654.16016,2589.73112,406.9547653,3259.5944
11539.99609,2606.342014,406.9547653,3337.1918
11750.37109,1050.78342,442.1720123,1231.207
11654.16016,2719.686849,372.1288204,3456.9111
11540.07813,2612.204861,372.1288204,3332.2813
12684.18164,2095.110026,637.8233528,2510.1296
11380.74121,2414.4375,432.7807331,3139.939
11395.11523,2467.201606,432.7807331,3198.809
11540.07715,2621.975694,372.1288204,3331.5217
11380.70996,2406.621094,432.7807331,3132.423
11654.63477,2696.236111,406.9547653,3419.3194
11540.0918,2614.158854,372.1288204,3326.614
11654.16016,2591.68533,406.9547653,3259.6268
11380.76758,2420.300347,408.9112759,3138.99
11750.34473,1084.0051,442.1720123,1276.492
11394.99609,2448.636719,432.7807331,3177.064
11636.38379,2649.334635,372.1288204,3378.2044
12684.18164,2108.736111,613.1712914,2549.2393
9617.339844,2266.894097,432.7807331,2908.597
11540.07129,2615.136068,372.1288204,3331.4778
11521.49316,2627.838542,372.1288204,3337.5786
11654.58789,2698.190104,406.9547653,3419.5784
12696.75,2017.246745,392.4765587,2605.2982
11654.74219,2692.327908,372.1288204,3421.7011
10538.85742,2507.65408,405.3895569,3236.423
11750.35938,1110.387478,405.3895569,1307.277
11540.07715,2617.090061,406.9547653,3332.5728
11636.38379,2662.037326,372.1288204,3383.0755
11683.80078,2725.549696,372.1288204,3541.9287
11395.125,2475.018663,408.9112759,3210.595
12684.18164,1984.154514,613.1712914,2357.3698
12696.75,1999.727214,392.4765587,2588.1202
12696.75,2007.513889,392.4765587,2596.2216
11352.86914,2285.459418,457.0415211,3417.936
10307.4873,2615.722222,505.1717377,3238.243
11654.56738,2681.57921,372.1288204,3418.9256
11380.71387,2407.59809,432.7807331,3132.808
449.221405,860.8334961,432.7807331,391.174
11540.07715,2611.227865,372.1288204,3329.5112
12696.75,2079.537326,417.1286488,2664.8826
11654.57715,2674.739583,372.1288204,3418.279
11402.73242,2526.805122,432.7807331,3272.275
11380.7832,2422.25434,408.9112759,3142.93
11395.09145,2464.270399,432.7807331,3188.826
11540.08398,2618.067057,372.1288204,3336.8045
10361.60243,2444.14171,405.3895569,3142.47
11750.33301,1085.959744,442.1720123,1268.368
11654.16016,2610.250217,406.9547653,3278.2444
11521.48438,3297.15842,372.1288204,3336.9404
11654.6377,2689.396267,406.9547653,3418.935
11811.7002,1189.532986,442.1720123,1411.213
11371.04395,2391.96441,408.9112759,3116.179
11573.2373,2633.700955,372.1288204,3355.9374
11573.2373,2618.067057,372.1288204,3346.7482
12696.75,1962.742405,441.3894081,2520.397
12684.18164,1970.528646,613.1712914,2350.7288
11683.7998,2724.572483,372.1288204,3540.0371
11573.2373,2620.998698,372.1288204,3349.4013
8168.34668,1936.044705,406.9547653,2274.7406
11305.24609,2615.136068,372.1288204,3411.6864
11371.02561,2282.527778,432.7807331,3184.027
11395.11426,2466.224609,432.7807331,3196.85
11636.38379,2646.403646,372.1288204,3378.0269
11654.56641,2663.991536,372.1288204,3392.3659
11602.25684,2629.792752,372.1288204,3359.8944
11621.54883,2637.609592,372.1288204,3369.6315
11371.03906,2287.413628,432.7807331,3075.801
12684.18164,2083.430339,613.1712914,2491.8799
11540.07715,2620.021701,372.1288204,3332.4095
11573.23535,2630.769748,406.9547653,3346.9984
11621.54688,2634.677951,372.1288204,3369.1457
11811.68359,2484.203342,442.1720123,3233.004
11654.16016,2658.128689,372.1288204,3373.9252
11521.56543,2596.570964,372.1288204,3318.1204
11402.88184,2545.37066,408.9112759,3298.206
11371.0459,2391.96441,432.7807331,3116.064
11636.38379,2639.563802,372.1288204,3379.3372
11654.16113,2621.975694,372.1288204,3307.363
11750.35938,1107.455838,405.3895569,1303.372
11654.16016,2711.869792,372.1288204,3445.8559
10907.85547,2540.875651,372.1288204,3281.0973
11395.11426,2465.247613,408.9112759,3193.478
11380.75293,2418.346137,432.7807331,3141.34
11402.66602,2511.171441,408.9112759,3251.77
11654.68066,2687.442057,372.1288204,3426.1543
11654.60254,2683.53342,372.1288204,3419.4755
6004.632813,1089.867947,442.1720123,1128.611
11654.64063,2690.373264,372.1288204,3417.402
7901.34932,1880.349392,372.1288204,2172.3034
12783.43262,3332.165365,392.4765587,4415.01
11750.34375,1079.1199,405.3895569,1266.669
11521.57617,2590.708333,372.1288204,3312.3812
11540.00195,2605.365017,406.9547653,3337.8684
11395.11523,2467.201606,432.7807331,3198.302
11540.07813,2614.158854,372.1288204,3331.24
12783.24707,2466.907986,417.1286488,4057.0595
11521.58105,2593.639323,406.9547653,3310.953
11540.08008,2614.158854,406.9547653,3333.5855
11811.69629,1518.819119,405.3895569,1750.064
11750.32129,1113.318576,442.1720123,1292.827
11636.38379,2653.24349,372.1288204,3380.5241
10220.78613,2423.622396,372.1288204,3048.6497
11573.23242,2614.158854,406.9547653,3335.6969
12684.18164,1952.035807,417.1286488,2505.1286
11636.38379,2649.334635,372.1288204,3378.1947
12696.75,2012.380208,392.4765587,2598.3145
11395.0498,2450.590712,432.7807331,3181.068
11655.13086,2747.04579,372.1288204,3478.9502
11621.54688,2642.494792,372.1288204,3367.0228
11636.38379,2649.334635,372.1288204,3377.888
11540.00684,2619.044705,372.1288204,3336.009
11573.23438,2615.136068,372.1288204,3337.5834
11779.62891,1213.96072,442.1720123,1448.072
11621.54688,2649.334635,372.1288204,3375.2818
12684.18164,1951.062717,417.1286488,2504.6065
11602.25879,2641.517795,372.1288204,3366.7545
11371.05762,2402.712457,432.7807331,3123.276
4217.893555,1431.856228,372.1288204,1100.9742
11654.60254,2682.556424,372.1288204,3419.4895
11655.12793,2695.258898,406.9547653,3434.9039
11395.13184,2497.492187,432.7807331,3232.135
11521.51465,2601.45638,372.1288204,3330.1817
11655.13086,2696.236111,406.9547653,3423.2073
11621.54688,2654.220486,406.9547653,3377.0426
11654.16016,2619.044705,372.1288204,3307.941
12783.43262,2223.584635,417.1286488,2756.9801
11602.25684,2627.838542,372.1288204,3359.5805
11336.40723,2315.749566,1058.473663,3399.57
11602.26074,2634.677951,372.1288204,3362.2029
11540.07813,2615.136068,372.1288204,3332.4895
12783.24707,1523.787435,417.1286488,4078.5137
11750.35645,1139.700412,442.1720123,1364.371
11654.16016,2699.167101,406.9547653,3433.4958
11654.54785,2647.380642,406.9547653,3370.9264
11402.88574,2592.271484,408.9112759,3345.783
11683.80078,2752.90842,372.1288204,3549.7077
11654.54199,2657.151693,372.1288204,3387.5653
11654.6377,2681.57921,372.1288204,3417.9435
11750.30664,1104.52474,442.1720123,1257.919
11655.13023,2707.961155,372.1288204,3452.1241
11654.1543,2756.817057,372.1288204,3507.8758
11779.58691,1318.511502,442.1720123,1650.888
11654.16016,2619.044705,406.9547653,3308.1319
2117.219238,1350.756076,442.1720123,433.051
11654.62305,2686.465061,372.1288204,3419.0735
12783.43262,3203.690755,417.1286488,4119.3394
